Sample,Date,Time,Date Time,C_ppm,Flush,Notes,Day
V4A,11/30/21,11:20 AM,11/30/21 11:20,10008,9,,
V4B,11/30/21,11:20 AM,11/30/21 11:20,10452,9,,
V4C,11/30/21,11:20 AM,11/30/21 11:20,11569,9,,
V4D,11/30/21,11:20 AM,11/30/21 11:20,10951,9,,
V5A,11/30/21,11:20 AM,11/30/21 11:20,4060,9,,
V5B,11/30/21,11:20 AM,11/30/21 11:20,3832,9,,
V5C,11/30/21,11:20 AM,11/30/21 11:20,3823,9,,
V5D,11/30/21,11:20 AM,11/30/21 11:20,3733,9,,
CO2 FREE,11/30/21,11:20 AM,11/30/21 11:20,289,9,,
2008,11/30/21,11:20 AM,11/30/21 11:20,1708,9,,
2%,11/30/21,11:20 AM,11/30/21 11:20,16289,9,,
CO2 FREE,12/2/21,12:10 PM,12/2/21 12:10,48,10,,31
2008,12/2/21,12:10 PM,12/2/21 12:10,1606,10,,
2%,12/2/21,12:10 PM,12/2/21 12:10,16539,10,,
P1A,12/2/21,12:10 PM,12/2/21 12:10,585,10,,
P1B,12/2/21,12:10 PM,12/2/21 12:10,609,10,,
P1C,12/2/21,12:10 PM,12/2/21 12:10,601,10,,
P1D,12/2/21,12:10 PM,12/2/21 12:10,605,10,,
P2A,12/2/21,12:10 PM,12/2/21 12:10,1172,10,,
P2B,12/2/21,12:10 PM,12/2/21 12:10,1163,10,,
P2C,12/2/21,12:10 PM,12/2/21 12:10,1041,10,,
P2D,12/2/21,12:10 PM,12/2/21 12:10,953,10,,
P3A,12/2/21,12:10 PM,12/2/21 12:10,735,10,,
P3B,12/2/21,12:10 PM,12/2/21 12:10,736,10,,
P3C,12/2/21,12:10 PM,12/2/21 12:10,721,10,,
P4A,12/2/21,12:10 PM,12/2/21 12:10,1059,10,,
P4B,12/2/21,12:10 PM,12/2/21 12:10,1210,10,,
P4C,12/2/21,12:10 PM,12/2/21 12:10,1367,10,,
P4D,12/2/21,12:10 PM,12/2/21 12:10,1093,10,,
P5A,12/2/21,12:10 PM,12/2/21 12:10,721,10,,
P5B,12/2/21,12:10 PM,12/2/21 12:10,725,10,,
P5C,12/2/21,12:10 PM,12/2/21 12:10,722,10,,
P5D,12/2/21,12:10 PM,12/2/21 12:10,770,10,,
V1A,12/2/21,1:45 PM,12/2/21 13:45,675,10,,
V1B,12/2/21,1:45 PM,12/2/21 13:45,704,10,,
V1C,12/2/21,1:45 PM,12/2/21 13:45,694,10,,
V1D,12/2/21,1:45 PM,12/2/21 13:45,700,10,,
V2A,12/2/21,1:45 PM,12/2/21 13:45,1722,10,,
V2B,12/2/21,1:45 PM,12/2/21 13:45,1853,10,,
V2C,12/2/21,1:45 PM,12/2/21 13:45,2447,10,,
V2D,12/2/21,1:45 PM,12/2/21 13:45,2952,10,,
V3A,12/2/21,1:45 PM,12/2/21 13:45,1116,10,,
V3B,12/2/21,1:45 PM,12/2/21 13:45,1255,10,,
V3C,12/2/21,1:45 PM,12/2/21 13:45,1340,10,,
V4A,12/2/21,1:45 PM,12/2/21 13:45,1577,10,,
V4B,12/2/21,1:45 PM,12/2/21 13:45,1661,10,,
V4C,12/2/21,1:45 PM,12/2/21 13:45,2090,10,,
V4D,12/2/21,1:45 PM,12/2/21 13:45,2144,10,,
V5A,12/2/21,1:45 PM,12/2/21 13:45,728,10,,
V5B,12/2/21,1:45 PM,12/2/21 13:45,721,10,,
V5C,12/2/21,1:45 PM,12/2/21 13:45,723,10,,
V5D,12/2/21,1:45 PM,12/2/21 13:45,729,10,,
CO2 FREE,12/2/21,1:45 PM,12/2/21 13:45,25,10,,
2008,12/2/21,1:45 PM,12/2/21 13:45,1480,10,,
2%,12/2/21,1:45 PM,12/2/21 13:45,16531,10,,
CO2 FREE,12/3/21,2:30 PM,12/3/21 14:30,81,10,,32
2008,12/3/21,2:30 PM,12/3/21 14:30,1466,10,,
2%,12/3/21,2:30 PM,12/3/21 14:30,16421,10,,
P1A,12/3/21,2:30 PM,12/3/21 14:30,2288,10,,
P1B,12/3/21,2:30 PM,12/3/21 14:30,2503,10,,
P1C,12/3/21,2:30 PM,12/3/21 14:30,2628,10,,
P1D,12/3/21,2:30 PM,12/3/21 14:30,2414,10,,
P2A,12/3/21,2:30 PM,12/3/21 14:30,12544,10,,
P2B,12/3/21,2:30 PM,12/3/21 14:30,13677,10,,
P2C,12/3/21,2:30 PM,12/3/21 14:30,14715,10,,
P2D,12/3/21,2:30 PM,12/3/21 14:30,13283,10,,
P3A,12/3/21,2:30 PM,12/3/21 14:30,5108,10,,
P3B,12/3/21,2:30 PM,12/3/21 14:30,5077,10,,
P3C,12/3/21,2:30 PM,12/3/21 14:30,4991,10,,
P4A,12/3/21,2:30 PM,12/3/21 14:30,14576,10,,
P4B,12/3/21,2:30 PM,12/3/21 14:30,18892,10,,
P4C,12/3/21,2:30 PM,12/3/21 14:30,18616,10,,
P4D,12/3/21,2:30 PM,12/3/21 14:30,14010,10,,
P5A,12/3/21,2:30 PM,12/3/21 14:30,5072,10,,
P5B,12/3/21,2:30 PM,12/3/21 14:30,5081,10,,
P5C,12/3/21,2:30 PM,12/3/21 14:30,4898,10,,
P5D,12/3/21,2:30 PM,12/3/21 14:30,4923,10,,
V1A,12/3/21,3:20 PM,12/3/21 15:20,2080,10,,
V1B,12/3/21,3:20 PM,12/3/21 15:20,2165,10,,
V1C,12/3/21,3:20 PM,12/3/21 15:20,2063,10,,
V1D,12/3/21,3:20 PM,12/3/21 15:20,1997,10,,
V2A,12/3/21,3:20 PM,12/3/21 15:20,13295,10,,
V2B,12/3/21,3:20 PM,12/3/21 15:20,12939,10,,
V2C,12/3/21,3:20 PM,12/3/21 15:20,16141,10,,
V2D,12/3/21,3:20 PM,12/3/21 15:20,16725,10,,
V3A,12/3/21,3:20 PM,12/3/21 15:20,9621,10,,
V3B,12/3/21,3:20 PM,12/3/21 15:20,9152,10,,
V3C,12/3/21,3:20 PM,12/3/21 15:20,8979,10,,
V4A,12/3/21,3:20 PM,12/3/21 15:20,10702,10,,
V4B,12/3/21,3:20 PM,12/3/21 15:20,10972,10,,
V4C,12/3/21,3:20 PM,12/3/21 15:20,12412,10,,
V4D,12/3/21,3:20 PM,12/3/21 15:20,12383,10,,
V5A,12/3/21,3:20 PM,12/3/21 15:20,3887,10,,
V5B,12/3/21,3:20 PM,12/3/21 15:20,3832,10,,
V5C,12/3/21,3:20 PM,12/3/21 15:20,3960,10,,
V5D,12/3/21,3:20 PM,12/3/21 15:20,3937,10,,
CO2 FREE,12/3/21,3:20 PM,12/3/21 15:20,102,10,,
2008,12/3/21,3:20 PM,12/3/21 15:20,1378,10,,
2%,12/3/21,3:20 PM,12/3/21 15:20,16398,10,,
CO2 FREE,12/8/21,1:40 PM,12/8/21 13:40,29,11,,37
2008,12/8/21,1:40 PM,12/8/21 13:40,1974,11,,
2%,12/8/21,1:40 PM,12/8/21 13:40,16852,11,,
P1A,12/8/21,1:40 PM,12/8/21 13:40,621,11,,
P1B,12/8/21,1:40 PM,12/8/21 13:40,552,11,,
P1C,12/8/21,1:40 PM,12/8/21 13:40,539,11,,
P1D,12/8/21,1:40 PM,12/8/21 13:40,520,11,,
P2A,12/8/21,2:02 PM,12/8/21 14:02,512,11,,
P2B,12/8/21,2:02 PM,12/8/21 14:02,551,11,,
P2C,12/8/21,2:02 PM,12/8/21 14:02,531,11,,
P2D,12/8/21,2:02 PM,12/8/21 14:02,544,11,,
P3A,12/8/21,1:40 PM,12/8/21 13:40,713,11,,
P3B,12/8/21,1:40 PM,12/8/21 13:40,941,11,,
P3C,12/8/21,1:40 PM,12/8/21 13:40,991,11,,
P4A,12/8/21,2:02 PM,12/8/21 14:02,564,11,,
P4B,12/8/21,2:02 PM,12/8/21 14:02,584,11,,
P4C,12/8/21,2:02 PM,12/8/21 14:02,624,11,,
P4D,12/8/21,2:02 PM,12/8/21 14:02,547,11,,
P5A,12/8/21,2:02 PM,12/8/21 14:02,649,11,,
P5B,12/8/21,2:02 PM,12/8/21 14:02,612,11,,
P5C,12/8/21,2:02 PM,12/8/21 14:02,575,11,,
P5D,12/8/21,2:02 PM,12/8/21 14:02,551,11,,
V1A,12/8/21,2:49 PM,12/8/21 14:49,741,11,,
V1B,12/8/21,2:49 PM,12/8/21 14:49,696,11,,
V1C,12/8/21,2:49 PM,12/8/21 14:49,634,11,,
V1D,12/8/21,2:49 PM,12/8/21 14:49,639,11,,
V2A,12/8/21,3:17 PM,12/8/21 15:17,672,11,,
V2B,12/8/21,3:17 PM,12/8/21 15:17,684,11,,
V2C,12/8/21,3:17 PM,12/8/21 15:17,751,11,,
V2D,12/8/21,3:17 PM,12/8/21 15:17,757,11,,
V3A,12/8/21,3:17 PM,12/8/21 15:17,586,11,,
V3B,12/8/21,3:17 PM,12/8/21 15:17,582,11,,
V3C,12/8/21,3:17 PM,12/8/21 15:17,586,11,,
V4A,12/8/21,3:17 PM,12/8/21 15:17,795,11,,
V4B,12/8/21,3:17 PM,12/8/21 15:17,767,11,,
V4C,12/8/21,3:17 PM,12/8/21 15:17,807,11,,
V4D,12/8/21,3:17 PM,12/8/21 15:17,773,11,,
V5A,12/8/21,2:49 PM,12/8/21 14:49,676,11,,
V5B,12/8/21,2:49 PM,12/8/21 14:49,680,11,,
V5C,12/8/21,2:49 PM,12/8/21 14:49,657,11,,
V5D,12/8/21,2:49 PM,12/8/21 14:49,651,11,,
CO2 FREE,12/8/21,2:49 PM,12/8/21 14:49,12,11,,
2008,12/8/21,2:49 PM,12/8/21 14:49,2009,11,,
2%,12/8/21,2:49 PM,12/8/21 14:49,16853,11,,
CO2 FREE,12/9/21,1:02 PM,12/9/21 13:02,16,11,,38
2008,12/9/21,1:02 PM,12/9/21 13:02,1984,11,,
2%,12/9/21,1:02 PM,12/9/21 13:02,16750,11,,
P1A,12/9/21,1:07 PM,12/9/21 13:07,2336,11,,
P1B,12/9/21,1:07 PM,12/9/21 13:07,2206,11,,
P1C,12/9/21,1:07 PM,12/9/21 13:07,2371,11,,
P1D,12/9/21,1:07 PM,12/9/21 13:07,2280,11,,
P2A,12/9/21,1:07 PM,12/9/21 13:07,10429,11,,
P2B,12/9/21,1:07 PM,12/9/21 13:07,12654,11,,
P2C,12/9/21,1:07 PM,12/9/21 13:07,13538,11,,
P2D,12/9/21,1:07 PM,12/9/21 13:07,13150,11,,
P3A,12/9/21,1:07 PM,12/9/21 13:07,4168,11,,
P3B,12/9/21,1:07 PM,12/9/21 13:07,4601,11,,
P3C,12/9/21,1:07 PM,12/9/21 13:07,4321,11,,
P4A,12/9/21,1:07 PM,12/9/21 13:07,16605,11,,
P4B,12/9/21,1:07 PM,12/9/21 13:07,15774,11,,
P4C,12/9/21,1:07 PM,12/9/21 13:07,19313,11,,
P4D,12/9/21,1:07 PM,12/9/21 13:07,14214,11,,
P5A,12/9/21,1:07 PM,12/9/21 13:07,4002,11,,
P5B,12/9/21,1:07 PM,12/9/21 13:07,4156,11,,
P5C,12/9/21,1:07 PM,12/9/21 13:07,4170,11,,
P5D,12/9/21,1:07 PM,12/9/21 13:07,4072,11,,
V1A,12/9/21,2:03 PM,12/9/21 14:03,2157,11,,
V1B,12/9/21,2:03 PM,12/9/21 14:03,2258,11,,
V1C,12/9/21,2:03 PM,12/9/21 14:03,2150,11,,
V1D,12/9/21,2:03 PM,12/9/21 14:03,2135,11,,
V2A,12/9/21,2:03 PM,12/9/21 14:03,11083,11,,
V2B,12/9/21,2:03 PM,12/9/21 14:03,10326,11,,
V2C,12/9/21,2:03 PM,12/9/21 14:03,11604,11,,
V2D,12/9/21,2:03 PM,12/9/21 14:03,11516,11,,
V3A,12/9/21,2:03 PM,12/9/21 14:03,7822,11,,
V3B,12/9/21,2:03 PM,12/9/21 14:03,7503,11,,
V3C,12/9/21,2:03 PM,12/9/21 14:03,6558,11,,
V4A,12/9/21,2:03 PM,12/9/21 14:03,8641,11,,
V4B,12/9/21,2:03 PM,12/9/21 14:03,8405,11,,
V4C,12/9/21,2:03 PM,12/9/21 14:03,9064,11,,
V4D,12/9/21,2:03 PM,12/9/21 14:03,9474,11,,
V5A,12/9/21,2:03 PM,12/9/21 14:03,3433,11,,
V5B,12/9/21,2:03 PM,12/9/21 14:03,3346,11,,
V5C,12/9/21,2:03 PM,12/9/21 14:03,3273,11,,
V5D,12/9/21,2:03 PM,12/9/21 14:03,3311,11,,
CO2 FREE,12/9/21,2:03 PM,12/9/21 14:03,14,11,,
2008,12/9/21,2:03 PM,12/9/21 14:03,2032,11,,
2%,12/9/21,2:03 PM,12/9/21 14:03,16834,11,,
CO2 FREE,12/13/21,10:09 AM,12/13/21 10:09,22,12,,42
2008,12/13/21,10:09 AM,12/13/21 10:09,1973,12,,
2%,12/13/21,10:09 AM,12/13/21 10:09,16683,12,,
P1A,12/13/21,10:14 AM,12/13/21 10:14,563,12,,
P1B,12/13/21,10:14 AM,12/13/21 10:14,530,12,,
P1C,12/13/21,10:14 AM,12/13/21 10:14,528,12,,
P1D,12/13/21,10:14 AM,12/13/21 10:14,522,12,,
P2A,12/13/21,10:14 AM,12/13/21 10:14,698,12,,
P2B,12/13/21,10:14 AM,12/13/21 10:14,863,12,,
P2C,12/13/21,10:14 AM,12/13/21 10:14,869,12,,
P2D,12/13/21,10:29 AM,12/13/21 10:29,508,12,,
P3A,12/13/21,10:14 AM,12/13/21 10:14,564,12,,
P3B,12/13/21,10:14 AM,12/13/21 10:14,596,12,,
P3C,12/13/21,10:14 AM,12/13/21 10:14,583,12,,
P4A,12/13/21,10:29 AM,12/13/21 10:29,543,12,,
P4B,12/13/21,10:14 AM,12/13/21 10:14,878,12,,
P4C,12/13/21,10:14 AM,12/13/21 10:14,1128,12,,
P4D,12/13/21,10:31 AM,12/13/21 10:31,513,12,,
P5A,12/13/21,10:14 AM,12/13/21 10:14,663,12,,
P5B,12/13/21,10:14 AM,12/13/21 10:14,610,12,,
P5C,12/13/21,10:14 AM,12/13/21 10:14,600,12,,
P5D,12/13/21,10:14 AM,12/13/21 10:14,599,12,,
V1A,12/13/21,11:08 AM,12/13/21 11:08,746,12,,
V1B,12/13/21,11:08 AM,12/13/21 11:08,701,12,,
V1C,12/13/21,11:08 AM,12/13/21 11:08,716,12,,
V1D,12/13/21,11:08 AM,12/13/21 11:08,647,12,,
V2A,12/13/21,11:29 AM,12/13/21 11:29,567,12,,
V2B,12/13/21,11:29 AM,12/13/21 11:29,583,12,,
V2C,12/13/21,11:29 AM,12/13/21 11:29,610,12,,
V2D,12/13/21,11:29 AM,12/13/21 11:29,594,12,,
V3A,12/13/21,11:08 AM,12/13/21 11:08,948,12,,
V3B,12/13/21,11:08 AM,12/13/21 11:08,977,12,,
V3C,12/13/21,11:29 AM,12/13/21 11:29,561,12,,
V4A,12/13/21,11:29 AM,12/13/21 11:29,763,12,,
V4B,12/13/21,11:29 AM,12/13/21 11:29,722,12,,
V4C,12/13/21,11:29 AM,12/13/21 11:29,770,12,,
V4D,12/13/21,11:29 AM,12/13/21 11:29,735,12,,
V5A,12/13/21,11:08 AM,12/13/21 11:08,935,12,,
V5B,12/13/21,11:08 AM,12/13/21 11:08,842,12,,
V5C,12/13/21,11:08 AM,12/13/21 11:08,810,12,,
V5D,12/13/21,11:08 AM,12/13/21 11:08,774,12,,
CO2 FREE,12/13/21,11:08 AM,12/13/21 11:08,27,12,,
2008,12/13/21,11:08 AM,12/13/21 11:08,1965,12,,
2%,12/13/21,11:08 AM,12/13/21 11:08,16770,12,,
CO2 FREE,12/14/21,9:27 AM,12/14/21 9:27,19,12,,43
2008,12/14/21,9:27 AM,12/14/21 9:27,1968,12,,
2%,12/14/21,9:27 AM,12/14/21 9:27,16701,12,,
P1A,12/14/21,9:32 AM,12/14/21 9:32,2114,12,,
P1B,12/14/21,9:32 AM,12/14/21 9:32,2075,12,,
P1C,12/14/21,9:32 AM,12/14/21 9:32,2181,12,,
P1D,12/14/21,9:32 AM,12/14/21 9:32,2107,12,,
P2A,12/14/21,9:32 AM,12/14/21 9:32,10458,12,,
P2B,12/14/21,9:32 AM,12/14/21 9:32,14059,12,,
P2C,12/14/21,9:32 AM,12/14/21 9:32,14780,12,,
P2D,12/14/21,9:32 AM,12/14/21 9:32,14966,12,,
P3A,12/14/21,9:32 AM,12/14/21 9:32,3611,12,,
P3B,12/14/21,9:32 AM,12/14/21 9:32,3852,12,,
P3C,12/14/21,9:32 AM,12/14/21 9:32,3479,12,,
P4A,12/14/21,9:32 AM,12/14/21 9:32,21063,12,,
P4B,12/14/21,9:32 AM,12/14/21 9:32,13850,12,,
P4C,12/14/21,9:32 AM,12/14/21 9:32,20024,12,,
P4D,12/14/21,9:32 AM,12/14/21 9:32,17970,12,,
P5A,12/14/21,9:32 AM,12/14/21 9:32,3837,12,,
P5B,12/14/21,9:32 AM,12/14/21 9:32,3624,12,,
P5C,12/14/21,9:32 AM,12/14/21 9:32,3696,12,,
P5D,12/14/21,9:32 AM,12/14/21 9:32,3674,12,,
V1A,12/14/21,10:27 AM,12/14/21 10:27,2130,12,,
V1B,12/14/21,10:27 AM,12/14/21 10:27,2147,12,,
V1C,12/14/21,10:27 AM,12/14/21 10:27,2049,12,,
V1D,12/14/21,10:27 AM,12/14/21 10:27,1962,12,,
V2A,12/14/21,10:27 AM,12/14/21 10:27,9241,12,,
V2B,12/14/21,10:27 AM,12/14/21 10:27,9919,12,,
V2C,12/14/21,10:27 AM,12/14/21 10:27,9646,12,,
V2D,12/14/21,10:27 AM,12/14/21 10:27,9129,12,,
V3A,12/14/21,10:27 AM,12/14/21 10:27,7032,12,,
V3B,12/14/21,10:27 AM,12/14/21 10:27,7751,12,,
V3C,12/14/21,10:27 AM,12/14/21 10:27,5937,12,,
V4A,12/14/21,10:27 AM,12/14/21 10:27,8439,12,,
V4B,12/14/21,10:27 AM,12/14/21 10:27,8001,12,,
V4C,12/14/21,10:27 AM,12/14/21 10:27,8436,12,,
V4D,12/14/21,10:27 AM,12/14/21 10:27,8927,12,,
V5A,12/14/21,10:27 AM,12/14/21 10:27,3605,12,,
V5B,12/14/21,10:27 AM,12/14/21 10:27,3452,12,,
V5C,12/14/21,10:27 AM,12/14/21 10:27,3321,12,,
V5D,12/14/21,10:27 AM,12/14/21 10:27,3217,12,,
CO2 FREE,12/14/21,10:27 AM,12/14/21 10:27,16,12,,
2008,12/14/21,10:27 AM,12/14/21 10:27,1991,12,,
2%,12/14/21,10:27 AM,12/14/21 10:27,16697,12,,
CO2 FREE,1/5/22,4:20 PM,1/5/22 16:20,83,13,,65
2008,1/5/22,4:20 PM,1/5/22 16:20,1810,13,,
2%,1/5/22,4:20 PM,1/5/22 16:20,16908,13,,
P1A,1/5/22,4:20 PM,1/5/22 16:20,725,13,,
P1B,1/5/22,4:20 PM,1/5/22 16:20,735,13,,
P1C,1/5/22,4:20 PM,1/5/22 16:20,704,13,,
P1D,1/5/22,4:20 PM,1/5/22 16:20,742,13,,
P2A,1/5/22,4:20 PM,1/5/22 16:20,1347,13,,
P2B,1/5/22,4:20 PM,1/5/22 16:20,1515,13,,
P2C,1/5/22,4:20 PM,1/5/22 16:20,1355,13,,
P2D,1/5/22,4:20 PM,1/5/22 16:20,1692,13,,
P3A,1/5/22,4:20 PM,1/5/22 16:20,791,13,,
P3B,1/5/22,4:20 PM,1/5/22 16:20,785,13,,
P3C,1/5/22,4:20 PM,1/5/22 16:20,787,13,,
P4A,1/5/22,4:20 PM,1/5/22 16:20,556,13,,
P4B,1/5/22,4:20 PM,1/5/22 16:20,573,13,,
P4C,1/5/22,4:20 PM,1/5/22 16:20,603,13,,
P4D,1/5/22,4:20 PM,1/5/22 16:20,595,13,,
P5A,1/5/22,4:20 PM,1/5/22 16:20,1057,13,,
P5B,1/5/22,4:20 PM,1/5/22 16:20,1036,13,,
P5C,1/5/22,4:20 PM,1/5/22 16:20,1086,13,,
P5D,1/5/22,4:20 PM,1/5/22 16:20,1240,13,,
V1A,1/5/22,5:00 PM,1/5/22 17:00,1276,13,,
V1B,1/5/22,5:00 PM,1/5/22 17:00,1348,13,,
V1C,1/5/22,5:00 PM,1/5/22 17:00,1391,13,,
V1D,1/5/22,5:00 PM,1/5/22 17:00,1725,13,,
V2A,1/5/22,5:00 PM,1/5/22 17:00,687,13,,
V2B,1/5/22,5:00 PM,1/5/22 17:00,766,13,,
V2C,1/5/22,5:00 PM,1/5/22 17:00,916,13,,
V2D,1/5/22,5:00 PM,1/5/22 17:00,925,13,,
V3A,1/5/22,5:00 PM,1/5/22 17:00,1454,13,,
V3B,1/5/22,5:00 PM,1/5/22 17:00,1716,13,,
V3C,1/5/22,5:00 PM,1/5/22 17:00,1893,13,,
V4A,1/5/22,5:00 PM,1/5/22 17:00,967,13,,
V4B,1/5/22,5:00 PM,1/5/22 17:00,985,13,,
V4C,1/5/22,5:00 PM,1/5/22 17:00,1091,13,,
V4D,1/5/22,5:00 PM,1/5/22 17:00,1161,13,,
V5A,1/5/22,5:00 PM,1/5/22 17:00,1080,13,,
V5B,1/5/22,5:00 PM,1/5/22 17:00,1125,13,,
V5C,1/5/22,5:00 PM,1/5/22 17:00,1197,13,,
V5D,1/5/22,5:00 PM,1/5/22 17:00,1296,13,,
CO2 FREE,1/5/22,5:00 PM,1/5/22 17:00,24,13,,
2008,1/5/22,5:00 PM,1/5/22 17:00,1704,13,,
2%,1/5/22,5:00 PM,1/5/22 17:00,16264,13,,
CO2 FREE,1/6/22,5:30 PM,1/6/22 17:30,31,13,,66
2008,1/6/22,5:30 PM,1/6/22 17:30,1910,13,,
2%,1/6/22,5:30 PM,1/6/22 17:30,16628,13,,
P1A,1/6/22,5:30 PM,1/6/22 17:30,2532,13,,
P1B,1/6/22,5:30 PM,1/6/22 17:30,2486,13,,
P1C,1/6/22,5:30 PM,1/6/22 17:30,2354,13,,
P1D,1/6/22,5:30 PM,1/6/22 17:30,2449,13,,
P2A,1/6/22,5:30 PM,1/6/22 17:30,13615,13,,
P2B,1/6/22,5:30 PM,1/6/22 17:30,21264,13,,
P2C,1/6/22,5:30 PM,1/6/22 17:30,21309,13,,
P2D,1/6/22,5:30 PM,1/6/22 17:30,20502,13,,
P3A,1/6/22,5:30 PM,1/6/22 17:30,3374,13,,
P3B,1/6/22,5:30 PM,1/6/22 17:30,3579,13,,
P3C,1/6/22,5:30 PM,1/6/22 17:30,3384,13,,
P4A,1/6/22,5:30 PM,1/6/22 17:30,23215,13,,
P4B,1/6/22,5:30 PM,1/6/22 17:30,12070,13,,
P4C,1/6/22,5:30 PM,1/6/22 17:30,17359,13,,
P4D,1/6/22,5:30 PM,1/6/22 17:30,22491,13,,
P5A,1/6/22,5:30 PM,1/6/22 17:30,3356,13,,
P5B,1/6/22,5:30 PM,1/6/22 17:30,3319,13,,
P5C,1/6/22,5:30 PM,1/6/22 17:30,3263,13,,
P5D,1/6/22,5:30 PM,1/6/22 17:30,3572,13,,
V1A,1/6/22,6:15 PM,1/6/22 18:15,3364,13,,
V1B,1/6/22,6:15 PM,1/6/22 18:15,3457,13,,
V1C,1/6/22,6:15 PM,1/6/22 18:15,3590,13,,
V1D,1/6/22,6:15 PM,1/6/22 18:15,3923,13,,
V2A,1/6/22,6:15 PM,1/6/22 18:15,10529,13,,
V2B,1/6/22,6:15 PM,1/6/22 18:15,11804,13,,
V2C,1/6/22,6:15 PM,1/6/22 18:15,11786,13,,
V2D,1/6/22,6:15 PM,1/6/22 18:15,11104,13,,
V3A,1/6/22,6:15 PM,1/6/22 18:15,6552,13,,
V3B,1/6/22,6:15 PM,1/6/22 18:15,7360,13,,
V3C,1/6/22,6:15 PM,1/6/22 18:15,7405,13,,
V4A,1/6/22,6:15 PM,1/6/22 18:15,9384,13,,
V4B,1/6/22,6:15 PM,1/6/22 18:15,9578,13,,
V4C,1/6/22,6:15 PM,1/6/22 18:15,9642,13,,
V4D,1/6/22,6:15 PM,1/6/22 18:15,9982,13,,
V5A,1/6/22,6:15 PM,1/6/22 18:15,3967,13,,
V5B,1/6/22,6:15 PM,1/6/22 18:15,4191,13,,
V5C,1/6/22,6:15 PM,1/6/22 18:15,4143,13,,
V5D,1/6/22,6:15 PM,1/6/22 18:15,4253,13,,
CO2 FREE,1/6/22,6:15 PM,1/6/22 18:15,73,13,,
2008,1/6/22,6:15 PM,1/6/22 18:15,1981,13,,
2%,1/6/22,6:15 PM,1/6/22 18:15,16571,13,,
CO2 FREE,1/13/22,5:30 PM,1/13/22 17:30,48,14,,73
2008,1/13/22,5:30 PM,1/13/22 17:30,1957,14,,
2%,1/13/22,5:30 PM,1/13/22 17:30,16410,14,,
P1A,1/13/22,5:30 PM,1/13/22 17:30,746,14,,
P1B,1/13/22,5:30 PM,1/13/22 17:30,651,14,,
P1C,1/13/22,5:30 PM,1/13/22 17:30,626,14,,
P1D,1/13/22,5:30 PM,1/13/22 17:30,623,14,,
P2A,1/13/22,5:30 PM,1/13/22 17:30,1352,14,,
P2B,1/13/22,5:30 PM,1/13/22 17:30,1368,14,,
P2C,1/13/22,5:30 PM,1/13/22 17:30,1045,14,,
P2D,1/13/22,5:30 PM,1/13/22 17:30,1162,14,,
P3A,1/13/22,5:30 PM,1/13/22 17:30,662,14,,
P3B,1/13/22,5:30 PM,1/13/22 17:30,745,14,,
P3C,1/13/22,5:30 PM,1/13/22 17:30,668,14,,
P4A,1/13/22,5:30 PM,1/13/22 17:30,1070,14,,
P4B,1/13/22,5:30 PM,1/13/22 17:30,895,14,,
P4C,1/13/22,5:30 PM,1/13/22 17:30,1134,14,,
P4D,1/13/22,5:30 PM,1/13/22 17:30,2029,14,,
P5A,1/13/22,5:30 PM,1/13/22 17:30,625,14,,
P5B,1/13/22,5:30 PM,1/13/22 17:30,627,14,,
P5C,1/13/22,5:30 PM,1/13/22 17:30,728,14,,
P5D,1/13/22,5:30 PM,1/13/22 17:30,762,14,,
V1A,1/13/22,6:10 PM,1/13/22 18:10,892,14,,
V1B,1/13/22,6:10 PM,1/13/22 18:10,919,14,,
V1C,1/13/22,6:10 PM,1/13/22 18:10,1018,14,,
V1D,1/13/22,6:10 PM,1/13/22 18:10,1157,14,,
V2A,1/13/22,6:10 PM,1/13/22 18:10,635,14,,
V2B,1/13/22,6:10 PM,1/13/22 18:10,643,14,,
V2C,1/13/22,6:10 PM,1/13/22 18:10,734,14,,
V2D,1/13/22,6:10 PM,1/13/22 18:10,769,14,,
V3A,1/13/22,6:10 PM,1/13/22 18:10,1005,14,,
V3B,1/13/22,6:10 PM,1/13/22 18:10,998,14,,
V3C,1/13/22,6:10 PM,1/13/22 18:10,1429,14,,
V4A,1/13/22,6:10 PM,1/13/22 18:10,640,14,,
V4B,1/13/22,6:10 PM,1/13/22 18:10,694,14,,
V4C,1/13/22,6:10 PM,1/13/22 18:10,760,14,,
V4D,1/13/22,6:10 PM,1/13/22 18:10,811,14,,
V5A,1/13/22,6:10 PM,1/13/22 18:10,637,14,,
V5B,1/13/22,6:10 PM,1/13/22 18:10,734,14,,
V5C,1/13/22,6:10 PM,1/13/22 18:10,739,14,,
V5D,1/13/22,6:10 PM,1/13/22 18:10,887,14,,
CO2 FREE,1/13/22,6:10 PM,1/13/22 18:10,210,14,,
2008,1/13/22,6:10 PM,1/13/22 18:10,1760,14,,
2%,1/13/22,6:10 PM,1/13/22 18:10,16429,14,,
CO2 FREE,1/14/22,4:00 PM,1/14/22 16:00,29,14,,74
2008,1/14/22,4:00 PM,1/14/22 16:00,1878,14,,
2%,1/14/22,4:00 PM,1/14/22 16:00,16603,14,,
P1A,1/14/22,4:00 PM,1/14/22 16:00,2008,14,,
P1B,1/14/22,4:00 PM,1/14/22 16:00,1874,14,,
P1C,1/14/22,4:00 PM,1/14/22 16:00,1794,14,,
P1D,1/14/22,4:00 PM,1/14/22 16:00,1849,14,,
